ticket_id,title,description,category,priority,status,resolution,created_at,resolved_at,assigned_agent
TKT-0665,Application crash on login,Users cannot log into ServiceNow. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,Low,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-02-02T08:57:00,2024-02-03T06:57:00,Agent_D
TKT-0669,Query performance degradation,Critical report query in ANALYTICSDB taking 111 minutes vs previous 15 seconds. Missing index suspected.,Database,High,resolved,"Identified missing composite index on (customer_id, order_date) columns. Created index during off-hours. Query time reduced from 8 minutes to 3 seconds.",2024-01-25T00:22:00,2024-01-25T05:22:00,Agent_B
TKT-0670,VPN users cannot connect,All remote VPN users unable to connect since 02:21. Error: IKE authentication failed. Office WFH impacted.,Network,High,resolved,Identified expired IKE certificate on VPN concentrator. Renewed certificate and restarted IKE service. All VPN users reconnecting successfully. Total downtime: 45 minutes.,2024-03-02T17:14:00,2024-03-03T01:14:00,Agent_C
TKT-0675,Slow performance in ERP module,ERP system Procurement module responding slowly. Average response time 13 seconds vs normal 0.5s.,Application,Medium,resolved,Found missing database index on frequently queried column. Created index in low-traffic window. Response time reduced from 8s to 0.4s.,2024-11-18T21:15:00,2024-11-19T17:15:00,Agent_B
TKT-0677,Physical server needs RAM upgrade,"Server SRV-09 experiencing frequent swap usage. Currently 16GB, need upgrade to 64GB for workload.",Infrastructure,Medium,resolved,Submitted hardware upgrade request to procurement. Approved expedited delivery. Memory expansion scheduled for next maintenance window.,2024-03-25T13:03:00,2024-03-25T18:03:00,Agent_E
TKT-0679,Data center cooling alert,Cooling system in DC-2 reporting high temperature warning. Room temp at 34°C. Need HVAC check.,Infrastructure,High,resolved,Escalated to data center team. HVAC unit serviced and repaired. Temperature normalized within safe operating range. No hardware damage detected.,2024-10-05T19:50:00,2024-10-06T03:50:00,Agent_B
TKT-0680,Ransomware alert on endpoint,Antivirus detected ransomware attempt on workstation WS-1605. Files in Documents folder encrypted. Machine isolated.,Security,High,resolved,Contained incident: isolated machine from network. Engaged IR team. Restored from clean backup. Deployed enhanced endpoint protection. Root cause: malicious email attachment.,2024-03-05T16:34:00,2024-03-05T21:34:00,Agent_E
TKT-0681,Bandwidth saturation on WAN link,WAN link to branch Bangalore saturated at 91% capacity during business hours. Conference calls dropping.,Network,High,resolved,Identified backup data replication saturating WAN link during business hours. Rescheduled backup replication to 10 PM - 4 AM window. Daytime bandwidth freed.,2024-01-15T17:37:00,2024-01-15T22:37:00,Agent_D
TKT-0682,Intermittent network drops,Users in floor 1 of building Tower-B experiencing random network disconnects every 103 minutes.,Network,Medium,resolved,Identified faulty AP causing interference on floor. Replaced AP hardware. Adjusted nearby AP power levels. Network drops resolved. Users confirmed stable connection.,2024-03-04T01:48:00,2024-03-04T19:48:00,Agent_E
TKT-0684,Password policy compliance issue,Audit found 346 user accounts not compliant with new password policy. Force reset required.,Security,Medium,resolved,Generated list of non-compliant accounts. Sent notifications. Enforced immediate password change via Group Policy. Compliance now at 100%.,2024-05-06T03:20:00,2024-05-06T18:20:00,Agent_A
TKT-0685,User data not syncing,Data changes in Workday not reflecting in Workday. Sync job shows success but data mismatch persists.,Application,High,resolved,Identified sync conflict resolution bug. Applied patch from vendor. Re-triggered full sync. Data consistent across both systems.,2024-03-07T15:13:00,2024-03-07T23:13:00,Agent_E
TKT-0686,Statistics need updating,Query optimizer choosing wrong execution plan on CRMDB. Updating statistics should resolve performance issue.,Database,Low,resolved,Updated statistics on all tables in affected database. Cached query plans cleared. Execution plan now optimal. Query performance restored to baseline.,2024-05-15T18:31:00,2024-05-18T16:31:00,Agent_D
TKT-0687,Report generation failing,Monthly Financial report fails to generate. Process hangs at 91% and times out after 30 minutes.,Application,Medium,resolved,Increased report generation timeout from 30 to 120 minutes. Optimized underlying SQL query. Report now generating in 22 minutes.,2024-12-26T16:55:00,2024-12-27T02:55:00,Agent_D
TKT-0688,Storage array showing errors,NAS storage unit reporting RAID degradation. Drive Drive-C showing I/O errors. Backup jobs are failing.,Infrastructure,High,resolved,Replaced failed drive with hot spare. Initiated RAID rebuild process. ETA for rebuild completion: 4 hours. Monitoring rebuild progress.,2024-07-28T03:07:00,2024-07-28T09:07:00,Agent_A
TKT-0689,Network switch port misconfigured,Switch port on rack R04 misconfigured as trunk. VLAN 105 traffic bleeding. Isolate affected systems.,Network,Medium,resolved,Corrected switch port VLAN configuration. Changed from trunk to access mode on VLAN 10. Verified no more VLAN bleeding. Documented correct configuration.,2024-05-30T15:01:00,2024-05-30T23:01:00,Agent_A
TKT-0690,Firewall rule review needed,"Quarterly firewall audit found 112 outdated rules allowing unnecessary inbound traffic on ports 13022, 54706.",Security,Medium,resolved,Removed 12 outdated firewall rules after business validation. Applied least-privilege ruleset. Documented changes in change management system.,2024-10-07T11:04:00,2024-10-08T04:04:00,Agent_E
TKT-0695,Physical server needs RAM upgrade,"Server SRV-24 experiencing frequent swap usage. Currently 16GB, need upgrade to 64GB for workload.",Infrastructure,Low,resolved,Submitted hardware upgrade request to procurement. Approved expedited delivery. Memory expansion scheduled for next maintenance window.,2024-04-15T07:53:00,2024-04-17T08:53:00,Agent_D
TKT-0696,VPN users cannot connect,All remote VPN users unable to connect since 15:55. Error: IKE authentication failed. Office WFH impacted.,Network,High,resolved,Identified expired IKE certificate on VPN concentrator. Renewed certificate and restarted IKE service. All VPN users reconnecting successfully. Total downtime: 45 minutes.,2024-04-02T13:01:00,2024-04-02T19:01:00,Agent_A
TKT-0697,VM not starting after maintenance,Virtual machine VM-654 fails to boot after scheduled maintenance window. Error: kernel panic at boot.,Infrastructure,High,resolved,Restored VM from last known good snapshot. Identified BIOS misconfiguration during maintenance. Updated boot settings and verified full functionality.,2024-02-15T04:19:00,2024-02-15T11:19:00,Agent_E
TKT-0698,Unauthorized access attempt,Multiple failed login attempts (31 in 00:45 mins) on user account bob.wilson detected. Account locked.,Security,High,resolved,Account locked per security policy after threshold reached. Verified user identity via secondary channel. Unlocked and reset credentials. Geo-block rule applied.,2024-07-30T10:16:00,2024-07-30T17:16:00,Agent_B
TKT-0699,CSV import failing,Data import tool fails when processing CSV files larger than 42MB. Memory exception in logs.,Application,Low,resolved,Identified memory constraint in import service. Updated JVM heap size from 512MB to 2GB. CSV imports up to 500MB now working correctly.,2024-09-15T12:07:00,2024-09-17T12:07:00,Agent_D
TKT-0700,Proxy filter blocking legitimate site,Corporate proxy blocking access to github.com needed for project. Business justification submitted.,Network,Low,resolved,Added business exception rule for required site in proxy. Applied department-specific allow list. Users can now access required resource. Exception documented.,2024-04-29T00:17:00,2024-04-30T00:17:00,Agent_C
TKT-0701,Proxy filter blocking legitimate site,Corporate proxy blocking access to stackoverflow.com needed for project. Business justification submitted.,Network,Low,resolved,Added business exception rule for required site in proxy. Applied department-specific allow list. Users can now access required resource. Exception documented.,2024-03-13T11:34:00,2024-03-16T01:34:00,Agent_E
TKT-0702,Database connection pool exhausted,Production DB ANALYTICSDB connection pool maxed out at 2 connections. New requests queuing. Service degradation.,Database,High,resolved,Identified connection leak in application code. Applied hotfix to properly close connections. Increased connection pool size temporarily. Normal operations resumed.,2024-11-30T05:00:00,2024-11-30T06:00:00,Agent_E
TKT-0705,Service account password expiry,Service account svc_db password expires in 35 days. Multiple application integrations will break.,Access Management,High,resolved,Rotated service account password before expiry. Updated password in all integrated applications and vaults. Tested all dependent services. No disruption caused.,2024-04-17T14:38:00,2024-04-17T20:38:00,Agent_A
TKT-0706,BGP route flapping detected,BGP route flapping detected on ISP link Airtel. Packet loss 75% affecting cloud connectivity.,Network,High,resolved,Coordinated with ISP to address BGP route instability. ISP applied route dampening and fixed misconfigured peer. Route stabilized. Packet loss back to 0%.,2024-12-22T22:31:00,2024-12-23T05:31:00,Agent_A
TKT-0707,VPN users cannot connect,All remote VPN users unable to connect since 21:28. Error: IKE authentication failed. Office WFH impacted.,Network,High,resolved,Identified expired IKE certificate on VPN concentrator. Renewed certificate and restarted IKE service. All VPN users reconnecting successfully. Total downtime: 45 minutes.,2024-07-11T19:22:00,2024-07-12T02:22:00,Agent_A
TKT-0708,Table lock causing deadlock,Deadlock detected in HRDB on table employees. 481 transactions rolled back. Application throwing errors.,Database,Low,resolved,Identified deadlock pattern in application transaction order. Worked with dev team to reorder table access in transactions. Deadlocks eliminated.,2024-05-23T21:58:00,2024-05-24T16:58:00,Agent_E
TKT-0711,Mobile app crashing on iOS,Company mobile app crashes on iOS 15.2 devices after latest update. Android users unaffected.,Application,Low,resolved,Identified crash caused by deprecated API call in iOS 17. Submitted emergency fix. Temporary rollback to previous version available for affected users.,2024-12-20T21:34:00,2024-12-23T15:34:00,Agent_A
